Country,Year,life_expectancy,gdp_per_capita,population,infant_mortality,health_exp_pct_gdp,physicians_per_1000,co2_per_capita,electricity_access_pct,literacy_rate,unemployment_rate,last_updated
Pakistan,2012,68.0,65214.33,1087716027,63.5,13.33,,17.26,90.4,43.6,4.8,2024-06-16
Pakistan,2013,80.4,71512.27,1240983750,44.3,12.34,3.28,1.12,77.1,65.4,19.8,2024-02-15
Pakistan,2014,67.2,14157.23,390559844,14.4,5.13,5.84,3.15,34.2,71.3,18.7,2024-02-15
Pakistan,2015,77.8,62923.63,332626127,24.5,17.01,4.96,13.99,17.4,59.3,,2024-02-16
Pakistan,2016,65.7,48281.56,458663663,62.9,15.45,1.96,,19.3,88.6,5.4,2024-02-16
Pakistan,2018,66.5,72677.3,508783279,24.4,10.01,2.75,6.95,72.4,83.2,25.7,2024-02-16
Pakistan,2019,,57429.43,552264400,54.8,,5.96,14.61,95.7,88.4,,2024-02-17
Pakistan,2020,66.1,20517.18,518763085,3.6,10.38,3.04,10.55,97.7,93.8,5.7,2024-02-17
Pakistan,2021,64.8,29162.37,1117995101,42.9,11.15,5.12,16.14,21.9,80.0,13.6,2024-02-18
Pakistan,2022,51.8,39236.34,497933634,21.6,13.11,4.62,4.97,14.5,89.4,1.3,2024-02-18
Pakistan,2023,72.0,26086.81,345445834,2.7,,0.84,12.28,25.0,67.0,18.1,2024-02-19
Peru,2000,76.0,31222.25,462746698,48.4,15.96,0.3,7.77,24.2,78.7,4.1,2024-01-16
Peru,2001,60.0,16313.89,1310925404,3.4,9.0,0.15,9.72,55.1,52.5,4.8,2024-01-16
Peru,2002,73.5,62700.47,743285468,48.0,5.21,1.74,3.32,32.4,45.7,16.1,2024-01-16
Peru,2003,83.1,16047.87,898525156,65.7,10.96,1.54,5.32,13.5,51.4,22.6,2024-01-17
Peru,2005,74.7,62720.8,637718114,56.4,8.21,0.98,8.02,62.2,96.4,3.0,2024-01-17
Peru,2006,61.5,,34053638,,15.12,3.33,9.07,35.7,50.9,12.1,2024-01-18
Peru,2007,83.9,35373.1,550997297,68.0,,3.32,4.7,76.9,67.2,24.5,2024-01-18
Peru,2008,57.5,57393.03,1120176143,29.0,4.76,0.04,9.07,41.7,68.8,6.5,2024-01-19
Peru,2009,59.0,18501.15,673259322,40.9,,1.65,3.48,74.7,83.9,14.4,2024-01-19
Peru,2010,75.8,11492.9,1352666145,66.0,5.27,1.13,2.6,22.5,82.4,14.6,2024-01-20
Peru,2011,76.1,,961070065,3.4,6.99,3.83,0.29,13.0,89.6,20.8,2024-01-20
Peru,2012,74.1,63500.31,429858599,4.8,16.92,2.08,2.22,54.3,83.8,7.4,2024-01-20
Peru,2013,58.5,79338.01,276766525,46.9,,0.9,19.42,,91.9,7.2,2024-01-21
Peru,2014,76.6,78889.22,253003139,61.8,7.42,1.07,8.49,81.4,62.5,16.6,2024-01-21
Peru,2015,64.0,49424.36,511659260,32.6,13.13,5.63,10.89,,36.2,7.1,2024-01-22
Peru,2016,,20601.97,724603105,3.2,6.23,3.09,11.51,93.3,,13.0,2024-01-22
Peru,2017,77.5,16400.71,183613884,54.7,10.96,4.74,14.8,66.3,99.0,16.5,2024-01-23
Peru,2019,58.8,62295.52,1339971380,56.4,11.54,2.77,7.35,,74.5,22.8,2024-01-23
Peru,2020,56.9,39771.98,1108400281,39.1,10.59,4.63,13.26,46.8,92.7,5.7,2024-01-24
Peru,2021,54.2,1688.52,1246081452,21.1,,4.87,17.19,,50.6,21.6,2024-01-24
Peru,2023,79.7,29728.81,827737985,41.3,12.34,,1.21,61.7,,15.0,2024-01-24
Philippines,2001,61.6,12817.87,1188723801,42.7,16.93,4.84,13.89,10.5,59.9,6.7,2024-01-25
Philippines,2002,56.1,23241.77,723813056,22.5,5.36,3.6,1.87,15.2,56.1,21.9,2024-01-25
Philippines,2003,64.8,45477.25,511949352,75.0,2.88,4.05,17.84,,42.9,9.6,2024-01-26
Philippines,2004,52.9,65043.01,1006610268,58.9,3.6,,13.63,84.8,32.9,1.7,2024-01-26
Philippines,2005,55.2,44891.57,1284329787,32.5,15.52,0.02,3.45,12.7,53.0,27.3,2024-01-27
Philippines,2007,65.8,75108.22,171965539,18.5,2.47,2.61,5.63,88.3,72.3,18.8,2024-01-27
Philippines,2008,53.2,35878.99,1399307512,67.1,16.3,4.94,,30.5,30.2,9.8,2024-01-28
Philippines,2010,73.7,70023.17,1049029422,,2.86,0.09,13.26,,47.7,10.6,2024-01-28
Philippines,2011,67.9,35491.8,717643757,54.5,8.19,1.52,3.41,41.5,81.9,22.9,2024-01-28
Philippines,2012,,47252.86,799180181,39.8,10.8,2.96,11.35,74.4,37.7,22.7,2024-01-29
Philippines,2015,83.5,5304.71,620833191,16.5,9.77,4.98,19.02,67.1,54.8,18.5,2024-01-29
Philippines,2016,81.8,69696.84,781745334,27.3,,0.22,16.33,50.5,52.8,14.7,2024-01-30
Philippines,2017,54.4,68683.65,1256563614,75.8,8.36,1.32,7.54,40.0,42.3,18.6,2024-01-30
Philippines,2018,80.3,3052.71,901593164,61.5,14.15,5.32,,93.5,53.3,,2024-01-31
Philippines,2021,53.5,21186.8,248272090,4.2,16.55,0.07,14.75,23.7,93.9,26.9,2024-01-31
Philippines,2022,73.5,924.46,1378827756,70.5,16.32,3.96,6.96,90.4,50.4,17.3,2024-02-01
Poland,2000,78.7,68388.9,241485877,23.1,6.57,1.64,17.12,12.9,35.3,8.9,2023-12-28
Poland,2001,58.1,63936.48,788595668,2.5,8.87,2.46,2.37,70.9,79.1,21.9,2023-12-29
Poland,2002,50.0,76336.7,1139985169,72.5,2.25,5.6,16.21,85.3,36.5,22.4,2023-12-29
Poland,2003,73.7,45859.63,1323908734,36.5,11.59,2.87,18.66,16.8,65.1,20.9,2023-12-30
Poland,2004,70.4,72758.96,1318817029,7.0,,0.16,6.66,58.3,93.8,25.6,2023-12-30
Poland,2007,68.6,21677.02,1259284591,,8.44,5.34,7.74,76.3,63.3,4.6,2024-06-30
Poland,2007,68.6,21677.02,1259284591,,8.44,5.34,7.74,76.3,63.3,,2023-12-31
Poland,2008,65.9,58891.72,514359753,3.5,3.61,,13.83,40.1,78.7,21.3,2023-12-31
Poland,2009,67.2,73233.45,685130526,37.1,5.19,1.86,0.94,67.0,47.4,9.8,2024-01-01
Poland,2010,61.5,19754.57,237096319,62.4,4.08,2.73,10.19,71.9,74.3,24.5,2024-01-01
Poland,2012,,12108.34,405204966,26.2,10.35,3.99,,,53.5,9.4,2024-01-01
Poland,2013,50.8,6843.24,585448376,,13.54,0.55,16.94,75.9,72.8,24.8,2024-01-02
Poland,2014,,41205.86,768604036,44.0,11.04,5.69,18.05,88.8,,,2024-01-02
Poland,2016,67.3,67799.49,707479413,,4.22,1.53,14.66,24.8,54.6,8.7,2024-01-03
Poland,2017,,29743.85,777591019,9.8,,2.23,13.01,75.3,44.7,26.7,2024-01-03
Poland,2018,65.0,14995.65,1319250162,60.9,5.33,2.04,16.21,,83.6,13.8,2024-01-04
Poland,2019,63.5,17295.4,885931510,78.1,6.97,2.78,13.51,58.7,89.0,23.1,2024-01-04
Poland,2021,76.3,69180.31,911851198,68.8,3.8,2.1,17.54,28.1,35.5,23.9,2024-01-05
Poland,2022,55.7,68420.51,961631529,42.6,15.28,2.53,3.96,35.6,65.4,16.4,2024-01-05
Poland,2023,77.7,46718.64,1093209283,17.0,2.8,5.24,,32.2,78.7,12.9,2024-01-05
Russia,2000,75.0,73373.0,987842564,54.4,8.31,0.03,2.49,58.1,77.3,13.1,2023-10-27
Russia,2001,68.3,6397.0,269226743,67.5,,5.37,,99.1,44.7,1.3,2023-10-27
Russia,2002,59.8,53607.55,247766898,47.3,16.46,1.93,13.44,,73.7,10.8,2023-10-27
Russia,2003,61.0,14717.86,1262731592,33.0,5.92,2.7,,77.0,98.0,13.7,2024-06-28
Russia,2003,61.0,14717.86,1262731592,33.0,5.92,2.7,6.48,77.0,98.0,13.7,2023-10-28
Russia,2004,69.8,13000.24,967026527,42.0,12.41,5.34,8.86,91.1,82.5,15.2,2023-10-28
Russia,2005,,78695.99,934457952,5.4,7.23,3.75,1.22,12.1,61.5,10.6,2023-10-29
Russia,2006,59.2,13595.06,964956128,42.1,5.2,1.93,11.88,16.5,40.3,3.1,2023-10-29
Russia,2007,76.3,60388.38,1002997318,54.2,9.63,3.86,0.86,65.9,84.5,15.5,2023-10-30
Russia,2008,59.7,51602.76,970075277,69.9,7.48,4.62,11.27,89.5,66.9,16.0,2023-10-30
Russia,2009,76.2,77192.89,103451914,6.2,17.0,3.19,12.34,53.4,,23.3,2023-10-31
Russia,2010,60.9,24846.02,1173059012,7.6,16.1,1.55,11.9,94.2,77.5,13.0,2023-10-31
Russia,2011,62.0,22542.04,1395358247,60.6,12.32,2.14,1.08,12.8,68.8,23.1,2023-10-31
Russia,2012,,3157.41,513769530,20.5,9.16,0.45,19.09,30.1,94.6,13.4,2023-11-01
Russia,2013,69.4,74501.21,7985909,60.4,16.45,0.86,2.01,48.2,95.4,16.7,2023-11-01
Russia,2014,54.9,562.77,1134291056,8.8,,5.49,4.25,69.9,35.5,18.5,2023-11-02
Russia,2015,75.8,24447.89,649015716,48.8,,4.45,,69.6,,21.0,2023-11-02
Russia,2017,58.7,59995.83,367217988,70.8,16.27,1.19,12.32,17.9,57.4,21.7,2023-11-03
Russia,2018,71.9,22962.0,529545916,10.0,13.5,3.03,14.2,32.4,52.7,10.7,2023-11-03
Russia,2020,78.1,71835.23,725746532,,2.49,5.28,0.36,95.0,64.2,10.9,2023-11-04
Russia,2021,50.9,46723.28,768731068,19.1,8.86,3.92,14.57,10.1,95.6,5.8,2023-11-04
Russia,2022,59.2,3506.7,172711446,78.9,7.04,0.71,2.23,74.8,89.8,8.5,2023-11-04
Saudi Arabia,2000,53.5,22074.82,1197225636,29.0,17.57,5.88,5.44,13.7,,14.1,2023-11-14
Saudi Arabia,2002,51.1,69680.64,194544214,11.9,,5.76,13.89,82.1,,10.8,2023-11-14
Saudi Arabia,2003,,44370.38,884668893,22.1,17.18,1.04,19.32,11.3,63.7,10.7,2023-11-15
Saudi Arabia,2004,,35129.34,581078166,59.2,12.97,5.0,5.07,64.9,71.0,11.7,2023-11-15
Saudi Arabia,2004,70.0,35129.34,581078166,59.2,,5.0,5.07,64.9,71.0,11.7,2024-06-20
Saudi Arabia,2005,61.0,11776.63,299714794,,12.93,3.97,19.02,75.7,33.6,26.6,2023-11-16
Saudi Arabia,2006,65.5,47076.11,1366521626,43.5,16.49,0.52,3.9,49.7,70.9,24.7,2023-11-16
Saudi Arabia,2007,63.6,4269.54,1121739518,49.1,5.18,2.98,14.87,79.3,65.0,9.9,2023-11-16
Saudi Arabia,2008,73.2,32954.88,393008282,59.0,5.87,1.05,10.64,,74.0,4.4,2023-11-17
Saudi Arabia,2009,59.9,519.31,178147012,74.8,15.88,,15.59,64.8,98.0,11.8,2023-11-17
Saudi Arabia,2010,52.2,32001.66,1349362816,44.0,6.61,0.74,14.1,,56.2,28.6,2023-11-18
Saudi Arabia,2012,82.2,26014.0,353527840,43.7,15.18,0.64,18.87,81.6,42.7,21.6,2023-11-18
Saudi Arabia,2013,64.1,62771.56,1347917338,11.9,8.73,2.9,7.59,42.7,33.7,20.9,2023-11-19
Saudi Arabia,2014,56.8,65374.66,1123683767,39.9,6.78,3.84,5.83,,81.1,2.2,2023-11-19
Saudi Arabia,2017,52.4,79666.29,404689552,13.6,5.86,5.62,10.45,42.8,91.1,12.5,2024-06-21
Saudi Arabia,2017,52.4,79666.29,404689552,13.6,5.86,5.62,10.45,42.8,91.1,12.5,2023-11-19
Saudi Arabia,2018,57.3,30534.85,443699756,54.8,6.63,3.47,1.41,27.2,58.5,28.2,2023-11-20
Saudi Arabia,2019,73.2,20779.43,178283489,,6.89,,3.56,78.5,31.1,17.2,2023-11-20
Saudi Arabia,2019,73.2,20779.43,178283489,6.6,6.89,0.96,3.56,78.5,31.1,17.2,2024-06-25
Saudi Arabia,2020,67.7,45245.0,439058088,25.0,13.73,5.23,3.93,18.8,92.8,11.1,2023-11-21
Saudi Arabia,2021,62.6,10501.29,825269637,43.0,5.25,2.72,15.96,63.1,36.8,16.9,2023-11-21
Saudi Arabia,2022,77.7,50514.85,214145101,57.4,12.84,0.17,8.29,40.0,,7.3,2023-11-22
Saudi Arabia,2023,82.0,63925.29,1290080101,78.3,2.17,3.74,,87.4,,29.4,2023-11-22
Singapore,2000,77.2,62203.08,749335712,,,1.9,11.27,58.0,87.6,29.5,2024-04-28
Singapore,2001,76.7,8431.16,1087675501,31.0,2.63,2.19,12.25,20.7,94.7,,2024-04-29
Singapore,2002,74.7,26712.12,547355111,,11.62,4.04,7.84,53.9,99.3,7.2,2024-04-29
Singapore,2003,60.2,61326.37,1069735669,24.8,3.3,0.09,8.61,46.9,99.2,14.6,2024-04-29
Singapore,2004,81.2,39539.9,839046301,9.5,8.13,5.67,11.83,41.0,73.8,27.4,2024-04-30
Singapore,2005,67.7,76715.91,241768402,58.1,11.83,4.08,7.09,38.2,77.9,7.3,2024-04-30
Singapore,2006,56.6,1160.23,1358095275,35.7,,0.86,11.79,28.1,85.3,23.7,2024-05-01
Singapore,2008,56.8,49231.7,1379894251,70.8,17.31,2.07,2.2,27.0,65.0,24.0,2024-05-01
Singapore,2009,73.1,26224.42,478012300,53.6,9.47,,3.2,81.1,,6.6,2024-05-02
Singapore,2010,79.9,20588.03,458404652,43.9,5.39,4.87,15.5,23.1,62.5,23.5,2024-05-02
Singapore,2011,72.2,4491.94,852359920,13.9,,2.15,5.7,85.7,33.5,12.5,2024-05-03
Singapore,2012,60.0,72984.47,1051424286,,13.43,3.17,,38.2,70.2,15.5,2024-05-03
Singapore,2013,66.0,16847.54,1058116036,37.2,17.34,1.58,13.69,94.7,76.4,26.3,2024-05-03
Singapore,2014,62.6,48209.85,219187745,43.8,5.69,4.47,10.61,47.0,48.8,30.0,2024-05-04
Singapore,2017,84.0,78349.43,917071364,70.6,5.42,5.83,2.94,19.1,37.9,17.6,2024-05-04
Singapore,2018,62.8,78242.73,608470983,13.7,9.46,4.08,16.66,51.3,71.6,8.8,2024-05-05
Singapore,2019,84.5,4399.76,1241199673,45.9,6.03,5.73,9.72,39.9,42.7,8.1,2024-05-05
Singapore,2020,71.5,73103.03,325139848,11.4,2.1,3.06,19.97,72.5,51.6,26.4,2024-05-06
Singapore,2021,50.5,65440.41,421087196,13.7,5.62,2.82,8.55,36.0,42.1,23.1,2024-05-06
Singapore,2022,77.2,24026.99,343110141,19.0,4.19,3.32,12.15,73.5,77.6,9.5,2024-05-07
Singapore,2023,73.9,28281.09,298066153,31.2,6.35,0.55,16.62,86.8,,2.9,2024-05-07
South Africa,2000,51.9,15595.09,55021505,32.6,14.84,2.06,8.94,70.8,65.6,26.0,2023-07-07
South Africa,2001,50.3,62354.68,645296673,79.1,9.73,,15.12,32.4,67.7,29.8,2023-07-08
South Africa,2002,58.5,53233.2,1174820028,45.0,4.45,4.37,12.05,75.8,83.9,29.3,2023-07-16
South Africa,2002,53.4,56656.57,484138630,2.5,,1.42,16.4,40.4,87.9,1.0,2023-07-08
South Africa,2003,62.0,52052.93,96282772,72.0,3.91,1.98,16.33,63.8,57.6,14.7,2023-07-17
South Africa,2003,58.4,19069.0,95927174,16.6,10.89,1.76,8.41,43.9,91.3,27.3,2023-07-08
South Africa,2004,61.9,69637.15,123844136,62.6,15.56,1.11,8.66,24.9,79.5,16.5,2023-07-17
South Africa,2004,61.6,8990.66,1334787329,6.7,6.76,1.8,6.48,24.8,84.8,4.6,2023-07-09
South Africa,2005,54.3,6107.58,1273246590,16.8,,3.28,1.65,96.0,47.3,25.9,2023-07-09
South Africa,2005,56.9,17333.8,58575507,27.1,10.96,5.15,13.37,49.2,96.7,21.9,2023-07-18
South Africa,2006,68.5,21082.89,74430947,58.6,3.94,1.83,10.7,60.8,72.0,5.8,2023-07-18
South Africa,2006,79.9,,716736748,62.0,16.96,5.46,16.41,89.9,43.9,9.2,2023-07-10
South Africa,2007,,31768.99,762605176,14.5,13.06,1.02,6.28,55.3,85.8,,2023-07-10
South Africa,2007,71.6,77600.6,1018819777,74.0,14.2,3.56,,70.0,73.6,18.5,2023-07-19
South Africa,2008,55.5,43990.1,122881379,31.4,8.62,0.26,,96.0,96.8,,2023-07-11
South Africa,2008,68.5,27088.18,727278113,17.4,14.88,,1.79,49.3,76.1,13.7,2023-07-19
South Africa,2009,69.5,28086.69,1306048332,74.0,10.04,1.98,14.77,13.3,63.2,10.8,2023-07-19
South Africa,2010,50.4,44448.78,1037058681,39.8,3.37,5.84,10.41,65.3,46.6,15.0,2024-06-20
South Africa,2010,50.4,44448.78,1037058681,39.8,3.37,5.84,10.41,,46.6,15.0,2023-07-20
South Africa,2010,63.7,75848.49,198108089,61.6,3.74,5.89,7.69,79.8,54.0,19.2,2023-07-11
South Africa,2011,55.1,75076.1,1284747365,71.2,12.01,4.85,1.47,40.1,52.0,19.4,2023-07-12
South Africa,2011,52.6,8939.75,1172542791,,5.12,3.04,15.4,15.6,70.4,4.5,2023-07-20
South Africa,2012,55.2,47919.13,1140230296,31.8,4.12,1.2,4.83,37.0,75.0,18.4,2023-07-12
South Africa,2013,,66007.81,286120681,38.6,14.82,1.1,2.29,,54.0,20.8,2023-07-12
South Africa,2014,54.1,4089.53,613340892,67.8,6.2,2.54,0.89,50.4,70.4,17.6,2023-07-21
South Africa,2015,,8976.58,513834249,9.8,14.27,5.8,19.4,87.9,72.1,21.3,2023-07-21
South Africa,2015,,4931.4,853932959,20.8,8.19,0.5,3.03,36.8,,27.4,2023-07-13
South Africa,2016,72.1,36724.14,675083267,,6.51,1.92,18.5,15.1,64.0,27.5,2023-07-22
South Africa,2017,69.1,20354.66,480914046,68.5,10.95,3.1,2.08,11.4,,11.9,2023-07-22
South Africa,2017,54.3,24960.49,1296520353,14.6,,1.25,14.86,59.2,,17.1,2023-07-13
South Africa,2018,52.8,54807.59,1305627108,,4.02,3.5,15.35,46.6,91.6,19.8,2023-07-23
South Africa,2018,56.8,13715.23,1283126566,27.6,7.95,4.56,6.84,95.7,81.7,18.3,2023-07-14
South Africa,2019,51.7,20936.48,651318349,19.7,13.9,5.52,,40.8,97.3,13.9,2023-07-14
South Africa,2019,71.8,10937.39,433913549,17.7,16.54,4.57,13.56,37.1,42.9,,2023-07-23
South Africa,2020,57.9,49521.45,56947226,27.4,9.5,,19.69,28.8,39.1,6.9,2023-07-23
South Africa,2020,62.3,72809.1,796753198,,14.99,,8.73,86.4,55.4,24.0,2023-07-15
South Africa,2021,,59459.37,1127233688,67.9,8.32,0.33,8.1,70.6,61.5,22.7,2023-07-15
South Africa,2021,64.9,45450.57,29902315,4.7,9.13,4.9,17.72,,67.7,27.5,2023-07-24
South Africa,2022,72.2,15320.37,1049242526,44.6,5.27,1.77,15.0,53.4,45.1,29.1,2023-07-16
South Africa,2022,,11128.8,1309584588,60.6,17.06,4.07,7.33,94.4,49.3,10.6,2023-07-24
South Africa,2023,76.8,74387.58,287120971,64.2,13.82,0.4,7.81,35.4,51.3,29.5,2023-07-25
South Africa,2023,83.5,34454.85,665402926,72.0,10.4,4.25,5.12,50.2,38.6,7.0,2023-07-16
South Korea,2000,,7305.16,257249309,61.2,2.35,4.9,0.38,69.1,55.6,18.7,2023-11-23
South Korea,2001,,9083.01,97969391,47.9,10.33,4.46,,48.0,57.9,1.8,2023-11-23
South Korea,2002,84.2,69947.67,461464604,47.8,,2.66,0.46,16.7,65.7,29.1,2023-11-23
South Korea,2003,52.5,15554.19,1079966738,67.6,11.88,3.87,0.66,84.6,85.2,8.5,2023-11-24
South Korea,2004,57.5,3706.25,281990591,15.9,,2.52,10.22,52.9,48.9,1.8,2023-11-24
South Korea,2005,63.9,24244.44,1213783989,60.2,15.72,2.98,2.71,72.7,44.4,13.8,2023-11-25
South Korea,2007,54.4,72296.25,1209990727,38.2,13.91,3.72,16.08,48.9,85.0,14.4,2023-11-25
South Korea,2008,67.0,37278.23,1099208070,66.1,10.87,1.1,9.41,97.1,82.7,24.5,2023-11-26
South Korea,2010,72.6,66487.6,69458478,,,1.2,6.41,35.4,67.2,2.5,2023-11-26
South Korea,2011,78.4,11042.02,327138079,37.4,10.27,4.59,9.0,81.1,73.3,4.3,2023-11-27
South Korea,2012,65.3,32052.71,1041090205,47.3,8.21,1.04,,61.8,,15.9,2023-11-27
South Korea,2013,73.2,68276.83,361486339,,17.61,2.01,11.94,18.1,72.4,3.6,2023-11-27
South Korea,2014,75.0,63158.7,985894052,48.0,9.2,5.15,19.14,54.9,95.2,17.9,2023-11-28
South Korea,2015,65.9,17138.38,5705665,,10.16,2.29,9.02,98.3,54.5,14.1,2023-11-28
South Korea,2018,70.0,60976.03,210232987,46.6,6.06,1.38,0.33,21.7,51.6,4.4,2023-11-29
South Korea,2019,60.8,10860.75,279115696,47.8,3.02,5.18,19.23,32.2,61.5,,2023-11-29
South Korea,2020,64.5,21969.65,289968536,53.0,8.66,1.09,13.81,60.9,90.1,4.4,2023-11-30
South Korea,2021,73.6,9643.37,972901611,36.4,17.12,0.87,12.89,44.4,97.0,10.6,2023-11-30
South Korea,2022,81.6,21995.47,1125056716,79.7,6.04,2.63,10.45,36.5,31.1,7.4,2023-12-01
South Korea,2023,,14102.65,1222619472,57.0,3.36,3.91,13.11,96.1,30.2,8.2,2023-12-01
Spain,2000,81.6,30965.62,303257722,,2.77,4.93,16.54,62.9,54.7,24.2,2023-06-21
Spain,2001,78.9,50700.97,1098275459,48.7,8.63,5.75,10.87,64.5,45.4,19.1,2023-06-22
Spain,2002,56.5,,846300867,61.6,10.37,1.38,13.36,17.2,60.9,,2023-06-22
Spain,2003,57.1,31243.21,72084712,33.0,10.19,2.91,7.72,85.5,40.2,15.7,2023-06-23
Spain,2006,69.8,70303.66,781244209,76.9,,0.61,0.98,26.7,67.9,19.7,2023-06-23
Spain,2008,79.5,24080.69,108523948,,4.03,0.76,10.42,32.1,55.1,29.7,2023-06-23
Spain,2009,83.2,11833.25,535304195,45.3,3.23,0.05,13.44,67.8,58.8,15.2,2023-06-24
Spain,2010,50.8,27162.04,248326616,9.7,17.31,3.6,14.6,38.4,57.5,7.9,2023-06-24
Spain,2012,77.9,54364.89,765926961,,,0.45,5.68,41.5,84.8,29.8,2023-06-25
Spain,2013,,66534.51,314908027,33.1,8.55,5.87,3.7,81.9,53.4,22.2,2023-06-25
Spain,2014,70.2,66692.64,1125929708,69.6,2.95,4.16,2.89,47.4,68.4,12.7,2024-06-22
Spain,2014,70.2,66692.64,1125929708,69.6,2.95,4.16,2.89,47.4,68.4,12.7,2023-06-26
Spain,2015,84.9,11249.78,945800735,,4.13,0.97,18.99,89.2,93.5,29.8,2023-06-26
Spain,2016,62.4,53702.91,677581654,34.6,7.72,3.57,11.55,24.5,63.0,17.1,2023-06-26
Spain,2017,57.4,59510.58,35766133,29.7,14.48,3.39,5.3,72.5,69.7,24.1,2023-06-27
Spain,2018,71.4,39310.13,186888384,22.4,8.71,3.6,10.32,35.9,30.5,15.4,2023-06-27
Spain,2019,75.7,2403.73,818966521,75.4,4.79,2.84,1.92,66.3,68.5,12.8,2023-06-28
Spain,2020,81.4,16105.4,32079034,69.2,,5.35,11.98,82.9,60.1,,2023-06-28
Spain,2021,70.0,14872.42,376682262,17.5,5.95,1.85,11.15,62.9,59.9,18.8,2023-06-29
Sweden,2000,82.6,57786.62,1072185767,9.1,10.22,,3.71,82.9,,14.6,2023-12-01
Sweden,2001,56.5,78250.48,1392006036,45.3,4.72,1.91,8.55,37.8,49.6,29.2,2023-12-02
Sweden,2002,75.7,532.62,834857645,73.4,6.61,1.13,13.07,74.1,78.2,10.3,2023-12-02
Sweden,2003,83.5,73902.31,640514595,68.0,9.24,2.56,3.22,48.4,67.6,1.7,2023-12-03
Sweden,2004,77.3,54563.66,889402205,72.9,2.29,3.35,15.77,58.7,52.7,5.0,2023-12-03
Sweden,2005,66.5,70310.16,820400045,,14.87,3.96,8.02,,86.2,11.8,2023-12-04
Sweden,2006,53.3,73209.46,127905322,52.6,8.61,,13.62,,71.6,,2023-12-04
Sweden,2007,56.0,71845.0,918776455,70.8,9.76,3.26,18.39,,,9.0,2023-12-05
Sweden,2008,63.6,23305.92,376377156,69.2,3.12,4.07,3.54,41.0,34.3,8.8,2023-12-05
Sweden,2009,81.0,18111.41,649235201,38.7,,,10.31,70.4,89.3,1.3,2023-12-05
Sweden,2010,81.8,59354.89,760206503,43.3,,3.13,13.14,47.7,80.0,26.0,2023-12-06
Sweden,2011,65.8,32937.6,962606993,21.5,12.24,5.27,8.42,92.0,99.5,4.1,2023-12-06
Sweden,2012,83.3,76687.05,137241331,3.2,4.58,5.98,3.68,55.2,89.4,1.6,2023-12-07
Sweden,2013,59.7,69055.63,397203878,55.6,12.79,1.34,,46.8,50.2,24.5,2023-12-07
Sweden,2014,66.0,48717.72,846161192,66.5,,1.67,5.37,58.3,61.4,13.8,2023-12-08
Sweden,2016,57.5,16157.81,578155269,,11.34,2.24,9.03,58.3,44.2,5.5,2023-12-08
Sweden,2017,65.2,33261.44,50339204,,10.87,3.36,,26.0,47.7,24.5,2023-12-09
Sweden,2018,54.8,40063.14,300239665,,7.21,0.88,14.23,58.0,40.1,1.3,2024-06-18
Sweden,2018,54.8,40063.14,300239665,6.7,7.21,0.88,14.23,,40.1,,2023-12-09
Sweden,2019,56.2,48694.22,472022217,47.7,7.05,,4.54,26.9,60.0,20.1,2023-12-09
Sweden,2020,50.4,41755.52,848260405,77.1,11.43,2.84,11.51,93.5,88.0,10.4,2023-12-10
Sweden,2021,,40601.47,1041797206,41.3,3.08,,16.14,36.1,76.5,13.4,2023-12-10
Sweden,2022,79.6,42271.84,968262011,70.9,9.93,1.89,15.1,29.8,57.2,26.1,2023-12-11
Sweden,2023,64.1,17572.19,498677762,24.2,4.82,4.47,5.12,50.9,,29.5,2023-12-11
Tanzania,2000,60.7,74080.77,526300274,61.1,10.48,4.23,5.28,94.8,67.1,25.1,2024-03-26
Tanzania,2001,53.5,54060.08,11359627,39.1,5.08,3.77,19.59,51.8,87.2,15.7,2024-03-27
Tanzania,2002,82.6,71252.29,1100227751,25.1,10.72,1.36,8.93,53.6,88.2,27.0,2024-03-27
Tanzania,2003,50.6,69011.02,244403010,,2.4,,19.72,19.1,59.7,9.9,2024-03-28
Tanzania,2004,80.4,19397.05,114122307,50.9,7.38,4.04,0.74,22.0,,7.2,2024-03-28
Tanzania,2005,52.1,17630.82,1397985067,,13.25,1.11,12.24,75.3,52.0,25.0,2024-03-29
Tanzania,2006,63.6,44832.57,807676805,14.9,,2.07,8.08,78.5,63.8,28.3,2024-03-29
Tanzania,2007,64.5,63063.07,764661418,44.7,2.85,2.4,,99.9,,26.7,2024-03-29
Tanzania,2008,61.9,43710.98,1176829963,70.9,4.57,2.05,,13.8,71.9,25.8,2024-03-30
Tanzania,2009,75.9,50402.18,526220405,13.0,13.35,5.13,13.75,11.6,45.1,3.0,2024-03-30
Tanzania,2010,76.5,9291.05,1173753779,45.3,13.04,5.83,1.77,91.1,38.8,12.4,2024-03-31
Tanzania,2011,81.7,40756.55,831949441,57.2,,0.75,16.22,53.3,61.5,13.3,2024-03-31
Tanzania,2012,83.1,44082.2,1334471964,16.1,13.59,4.88,13.61,64.6,69.5,26.0,2024-04-01
Tanzania,2013,54.3,67962.72,579989032,21.8,15.92,2.6,16.19,33.7,,15.4,2024-04-01
Tanzania,2015,59.7,35769.83,122303474,24.4,14.5,0.93,12.98,92.6,77.6,24.5,2024-04-02
Tanzania,2017,81.3,57350.9,895555580,,8.63,0.29,15.71,71.1,63.1,27.1,2024-04-02
